template_cfg,run_cfg,capacity_value,capacity_unit,cell_file_cfg,cell_file_used,design_target,optimized_for,optimization_target_cfg,read_latency_ns,write_latency_ns,area_mm2,read_dynamic_energy_pj,write_dynamic_energy_pj,leakage_power_uw,status,return_code,log_file,refresh_latency_ns
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__WriteEDP.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,9.942,7.213,13.687,261,43,272546,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__WriteEDP.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__WriteEDP.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,11.74,9,26.306,486,63,524254,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__WriteEDP.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__ReadLatency.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Latency,ReadLatency,0.519,0.273,7.181,217,216,139934,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__ReadLatency.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__ReadLatency.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Latency,ReadLatency,0.707,0.437,10.827,282,282,220509,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__ReadLatency.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__ReadLatency.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Latency,ReadLatency,1.018,0.602,19.243,365,364,369720,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__ReadLatency.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__ReadLatency.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Latency,ReadLatency,1.645,0.922,34.056,503,503,685508,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__ReadLatency.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__WriteLatency.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Latency,WriteLatency,0.55,0.259,8.439,244,244,174878,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__WriteLatency.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__WriteLatency.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Latency,WriteLatency,0.849,0.394,14.298,325,324,270785,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__WriteLatency.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__WriteLatency.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Latency,WriteLatency,1.2,0.561,25.35,425,424,491237,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__WriteLatency.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__WriteLatency.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Latency,WriteLatency,1.782,0.914,38.922,527,527,793702,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__WriteLatency.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__ReadDynamicEnergy.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Energy,ReadDynamicEnergy,5.259,3.206,3.454,44,38,68592,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__ReadDynamicEnergy.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__ReadDynamicEnergy.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Energy,ReadDynamicEnergy,8.236,4.422,11.38,70,63,201240,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__ReadDynamicEnergy.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__ReadDynamicEnergy.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Energy,ReadDynamicEnergy,9.635,5.186,13.522,85,72,265738,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__ReadDynamicEnergy.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__ReadDynamicEnergy.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Energy,ReadDynamicEnergy,23.217,13.898,44.556,134,120,788112,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__ReadDynamicEnergy.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__WriteDynamicEnergy.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy,WriteDynamicEnergy,7.161,6.121,3.151,76,16,63172,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__WriteDynamicEnergy.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__WriteDynamicEnergy.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy,WriteDynamicEnergy,7.732,6.681,6.234,137,23,125400,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__WriteDynamicEnergy.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__WriteDynamicEnergy.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy,WriteDynamicEnergy,14.219,11.398,12.279,268,26,244547,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__4MB__WriteDynamicEnergy.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__WriteDynamicEnergy.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy,WriteDynamicEnergy,15.268,12.438,24.39,509,41,486430,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__8MB__WriteDynamicEnergy.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__WriteEDP.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,0.434,0.286,5.635,326,325,137623,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__WriteEDP.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__WriteEDP.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,0.637,0.38,8.669,356,355,232393,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__WriteEDP.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__WriteEDP.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,0.918,0.622,9.89,357,356,395934,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__WriteEDP.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__WriteEDP.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,1.258,0.813,18.272,430,429,721386,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__WriteEDP.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__ReadLatency.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Latency,ReadLatency,0.429,0.252,5.86,411,410,152897,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__ReadLatency.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__ReadLatency.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Latency,ReadLatency,0.584,0.363,8.411,448,447,245538,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__ReadLatency.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__ReadLatency.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Latency,ReadLatency,0.737,0.537,10.877,537,536,459781,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__ReadLatency.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__ReadLatency.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Latency,ReadLatency,1.031,0.696,19.74,544,543,751774,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__ReadLatency.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__WriteLatency.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Latency,WriteLatency,0.444,0.248,6.366,522,521,174011,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__WriteLatency.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__WriteLatency.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Latency,WriteLatency,0.619,0.359,9.582,559,559,287161,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__WriteLatency.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__WriteLatency.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Latency,WriteLatency,0.997,0.478,19.716,589,588,505716,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__WriteLatency.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__WriteLatency.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Latency,WriteLatency,1.125,0.668,22.726,563,562,723899,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__WriteLatency.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__ReadDynamicEnergy.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Energy,ReadDynamicEnergy,10.921,7.426,3.122,173,169,108543,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__ReadDynamicEnergy.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__ReadDynamicEnergy.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Energy,ReadDynamicEnergy,15.167,11.657,3.794,183,175,144162,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__ReadDynamicEnergy.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__ReadDynamicEnergy.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Energy,ReadDynamicEnergy,17.99,12.017,12.026,205,196,415993,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__ReadDynamicEnergy.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__ReadDynamicEnergy.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Read Energy,ReadDynamicEnergy,17.067,11.473,13.772,222,208,533907,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__ReadDynamicEnergy.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__WriteDynamicEnergy.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy,WriteDynamicEnergy,14.743,11.795,1.98,190,165,74661,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__1MB__WriteDynamicEnergy.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__WriteDynamicEnergy.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy,WriteDynamicEnergy,15.167,11.657,3.494,223,168,134520,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__2MB__WriteDynamicEnergy.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__WriteDynamicEnergy.cfg,4,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy,WriteDynamicEnergy,23.528,19.994,6.979,288,183,265400,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__4MB__WriteDynamicEnergy.cfg.txt,
sample_SRAM_4layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__WriteDynamicEnergy.cfg,8,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy,WriteDynamicEnergy,24.005,19.128,12.593,408,187,494931,ok,0,sweep_out/logs/tmp__sample_SRAM_4layer__sample_SRAM__8MB__WriteDynamicEnergy.cfg.txt,
