template_cfg,run_cfg,capacity_value,capacity_unit,cell_file_cfg,cell_file_used,design_target,optimized_for,optimization_target_cfg,read_latency_ns,write_latency_ns,area_mm2,read_dynamic_energy_pj,write_dynamic_energy_pj,leakage_power_uw,status,return_code,log_file,refresh_latency_ns
sample_2DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_2DReRAM__sample_RRAM__1MB__ReadDynamicEnergy.cfg,1,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Energy,ReadDynamicEnergy,6.029,15.774,1.458,31.347,255.187,502.116,ok,0,sweep_out/logs/tmp__sample_2DReRAM__sample_RRAM__1MB__ReadDynamicEnergy.cfg.txt,
sample_2DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_2DReRAM__sample_RRAM__2MB__ReadDynamicEnergy.cfg,2,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Energy,ReadDynamicEnergy,10.743,20.422,2.643,53.15,263.49,611.755,ok,0,sweep_out/logs/tmp__sample_2DReRAM__sample_RRAM__2MB__ReadDynamicEnergy.cfg.txt,
sample_2DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_2DReRAM__sample_RRAM__4MB__ReadDynamicEnergy.cfg,4,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Energy,ReadDynamicEnergy,10.806,20.485,5.099,54.137,264.477,1052,ok,0,sweep_out/logs/tmp__sample_2DReRAM__sample_RRAM__4MB__ReadDynamicEnergy.cfg.txt,
sample_2DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_2DReRAM__sample_RRAM__8MB__ReadDynamicEnergy.cfg,8,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Energy,ReadDynamicEnergy,20.467,30.011,9.654,97.614,280.954,1398,ok,0,sweep_out/logs/tmp__sample_2DReRAM__sample_RRAM__8MB__ReadDynamicEnergy.cfg.txt,
sample_2DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_2DReRAM__sample_RRAM__1MB__WriteDynamicEnergy.cfg,1,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy,WriteDynamicEnergy,20.095,27.381,3.078,117.692,102.721,3032,ok,0,sweep_out/logs/tmp__sample_2DReRAM__sample_RRAM__1MB__WriteDynamicEnergy.cfg.txt,
sample_2DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_2DReRAM__sample_RRAM__2MB__WriteDynamicEnergy.cfg,2,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy,WriteDynamicEnergy,20.152,27.639,3.244,111.579,115.8,1680,ok,0,sweep_out/logs/tmp__sample_2DReRAM__sample_RRAM__2MB__WriteDynamicEnergy.cfg.txt,
sample_2DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_2DReRAM__sample_RRAM__4MB__WriteDynamicEnergy.cfg,4,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy,WriteDynamicEnergy,20.167,27.646,6.487,142.95,147.171,3361,ok,0,sweep_out/logs/tmp__sample_2DReRAM__sample_RRAM__4MB__WriteDynamicEnergy.cfg.txt,
sample_2DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_2DReRAM__sample_RRAM__8MB__WriteDynamicEnergy.cfg,8,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy,WriteDynamicEnergy,40.365,47.439,13.184,240.602,177.891,11960,ok,0,sweep_out/logs/tmp__sample_2DReRAM__sample_RRAM__8MB__WriteDynamicEnergy.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__1MB__WriteEDP.cfg,1,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy-Delay-Product,WriteEDP,2.597,10.525,3.589,150.509,219.797,2425,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__1MB__WriteEDP.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__2MB__WriteEDP.cfg,2,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy-Delay-Product,WriteEDP,4.007,11.862,4.764,190.679,245.915,3142,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__2MB__WriteEDP.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__4MB__WriteEDP.cfg,4,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy-Delay-Product,WriteEDP,4.195,11.883,7.678,306.039,332.178,6295,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__4MB__WriteEDP.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__8MB__WriteEDP.cfg,8,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy-Delay-Product,WriteEDP,4.274,11.995,19.057,377.018,432.254,12568,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__8MB__WriteEDP.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__1MB__ReadLatency.cfg,1,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Latency,ReadLatency,1.404,8.949,8.275,720.933,746.406,14747,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__1MB__ReadLatency.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__2MB__ReadLatency.cfg,2,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Latency,ReadLatency,1.583,9.963,8.839,1058,1160,33098,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__2MB__ReadLatency.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__4MB__ReadLatency.cfg,4,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Latency,ReadLatency,1.763,9.445,22.692,1090,1141,50904,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__4MB__ReadLatency.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__8MB__ReadLatency.cfg,8,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Latency,ReadLatency,2.086,10.237,33.378,1219,1322,116747,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__8MB__ReadLatency.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__1MB__WriteLatency.cfg,1,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Latency,WriteLatency,1.527,8.73,23.184,788.654,794.935,26180,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__1MB__WriteLatency.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__2MB__WriteLatency.cfg,2,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Latency,WriteLatency,1.782,8.883,19.02,646.794,622.641,33632,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__2MB__WriteLatency.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__4MB__WriteLatency.cfg,4,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Latency,WriteLatency,2.155,9.047,41.044,923.2,899.048,72724,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__4MB__WriteLatency.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__8MB__WriteLatency.cfg,8,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Latency,WriteLatency,2.454,9.335,50.907,1062,1044,96182,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__8MB__WriteLatency.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__1MB__ReadDynamicEnergy.cfg,1,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Energy,ReadDynamicEnergy,7.494,19.99,1.458,32.456,461.005,502.116,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__1MB__ReadDynamicEnergy.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__2MB__ReadDynamicEnergy.cfg,2,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Energy,ReadDynamicEnergy,13.133,25.562,2.643,55.367,470.415,611.755,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__2MB__ReadDynamicEnergy.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__4MB__ReadDynamicEnergy.cfg,4,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Energy,ReadDynamicEnergy,13.196,25.625,5.099,56.354,471.402,1052,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__4MB__ReadDynamicEnergy.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__8MB__ReadDynamicEnergy.cfg,8,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Read Energy,ReadDynamicEnergy,25.015,37.309,9.654,102.049,490.095,1398,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__8MB__ReadDynamicEnergy.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__1MB__WriteDynamicEnergy.cfg,1,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy,WriteDynamicEnergy,24,31.352,3.078,122.124,113.55,3032,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__1MB__WriteDynamicEnergy.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__2MB__WriteDynamicEnergy.cfg,2,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy,WriteDynamicEnergy,24.01,31.495,4.211,130.539,134.76,3142,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__2MB__WriteDynamicEnergy.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__4MB__WriteDynamicEnergy.cfg,4,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy,WriteDynamicEnergy,24.037,31.508,8.422,171.456,175.677,6284,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__4MB__WriteDynamicEnergy.cfg.txt,
sample_3DReRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_3DReRAM__sample_RRAM__8MB__WriteDynamicEnergy.cfg,8,MB,sample_RRAM.cell,sample_RRAM.cell,Random Access Memory,Write Energy,WriteDynamicEnergy,49.816,57.025,13.184,249.466,199.549,11960,ok,0,sweep_out/logs/tmp__sample_3DReRAM__sample_RRAM__8MB__WriteDynamicEnergy.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__1MB__WriteEDP.cfg,1,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,0.978,150.49,0.108,108,5079,157373,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__1MB__WriteEDP.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__2MB__WriteEDP.cfg,2,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,0.985,150.493,0.203,115,4985,293100,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__2MB__WriteEDP.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__4MB__WriteEDP.cfg,4,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,2.681,151.344,0.297,120,4886,351110,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__4MB__WriteEDP.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__8MB__WriteEDP.cfg,8,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,2.707,151.357,0.565,134,4799,636852,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__8MB__WriteEDP.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__1MB__ReadLatency.cfg,1,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Read Latency,ReadLatency,0.264,150.111,0.36,151,6601,303768,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__1MB__ReadLatency.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__2MB__ReadLatency.cfg,2,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Read Latency,ReadLatency,0.329,150.141,0.637,153,5793,546349,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__2MB__ReadLatency.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__4MB__ReadLatency.cfg,4,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Read Latency,ReadLatency,0.396,150.204,0.968,169,5000,1.17514e+06,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__4MB__ReadLatency.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__8MB__ReadLatency.cfg,8,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Read Latency,ReadLatency,0.555,150.267,1.585,321,5081,2.34137e+06,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__8MB__ReadLatency.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__1MB__WriteLatency.cfg,1,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Latency,WriteLatency,0.269,150.111,0.457,182,6633,378243,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__1MB__WriteLatency.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__2MB__WriteLatency.cfg,2,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Latency,WriteLatency,0.349,150.128,0.915,243,6693,756485,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__2MB__WriteLatency.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__4MB__WriteLatency.cfg,4,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Latency,WriteLatency,0.411,150.181,1.26,275,5079,1.05734e+06,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__4MB__WriteLatency.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__8MB__WriteLatency.cfg,8,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Latency,WriteLatency,0.604,150.261,2.049,416,5176,1.97217e+06,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__8MB__WriteLatency.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__1MB__ReadDynamicEnergy.cfg,1,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Read Energy,ReadDynamicEnergy,9.115,154.581,0.165,32,5082,102477,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__1MB__ReadDynamicEnergy.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__2MB__ReadDynamicEnergy.cfg,2,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Read Energy,ReadDynamicEnergy,9.138,154.6,0.328,32,4981,204317,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__2MB__ReadDynamicEnergy.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__4MB__ReadDynamicEnergy.cfg,4,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Read Energy,ReadDynamicEnergy,9.151,154.605,0.422,41,4883,264546,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__4MB__ReadDynamicEnergy.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__8MB__ReadDynamicEnergy.cfg,8,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Read Energy,ReadDynamicEnergy,9.174,154.616,0.808,56,4796,489688,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__8MB__ReadDynamicEnergy.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__1MB__WriteDynamicEnergy.cfg,1,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Energy,WriteDynamicEnergy,9.122,154.583,0.107,34,5078,66350,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__1MB__WriteDynamicEnergy.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__2MB__WriteDynamicEnergy.cfg,2,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Energy,WriteDynamicEnergy,9.245,154.624,0.117,108,4977,76275,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__2MB__WriteDynamicEnergy.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__4MB__WriteDynamicEnergy.cfg,4,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Energy,WriteDynamicEnergy,9.151,154.605,0.405,42,4883,244768,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__4MB__WriteDynamicEnergy.cfg.txt,
sample_PCRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_PCRAM__sample_PCRAM__8MB__WriteDynamicEnergy.cfg,8,MB,sample_PCRAM.cell,sample_PCRAM.cell,Cache,Write Energy,WriteDynamicEnergy,11.967,156.992,0.454,120,4783,293714,ok,0,sweep_out/logs/tmp__sample_PCRAM__sample_PCRAM__8MB__WriteDynamicEnergy.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__1MB__WriteEDP.cfg,1,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,4.109,6.284,0.594,325,29,81008,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__1MB__WriteEDP.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__2MB__WriteEDP.cfg,2,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,4.116,6.284,0.671,339,44,158327,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__2MB__WriteEDP.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__4MB__WriteEDP.cfg,4,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,4.152,6.302,0.799,290,61,323670,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__4MB__WriteEDP.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__8MB__WriteEDP.cfg,8,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,4.226,6.34,1.134,336,93,636457,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__8MB__WriteEDP.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__1MB__ReadLatency.cfg,1,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Read Latency,ReadLatency,1.528,4.504,0.742,540,206,795805,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__1MB__ReadLatency.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__2MB__ReadLatency.cfg,2,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Read Latency,ReadLatency,1.608,4.524,0.954,645,282,1.04658e+06,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__2MB__ReadLatency.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__4MB__ReadLatency.cfg,4,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Read Latency,ReadLatency,1.66,4.574,1.334,594,309,1.89848e+06,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__4MB__ReadLatency.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__8MB__ReadLatency.cfg,8,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Read Latency,ReadLatency,1.892,4.666,2.467,574,294,2.7151e+06,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__8MB__ReadLatency.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__1MB__WriteLatency.cfg,1,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Latency,WriteLatency,1.698,4.25,1.747,721,361,1.00593e+06,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__1MB__WriteLatency.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__2MB__WriteLatency.cfg,2,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Latency,WriteLatency,1.697,4.343,1.44,793,383,1.43586e+06,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__2MB__WriteLatency.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__4MB__WriteLatency.cfg,4,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Latency,WriteLatency,1.817,4.412,2.149,794,464,2.69629e+06,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__4MB__WriteLatency.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__8MB__WriteLatency.cfg,8,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Latency,WriteLatency,1.943,4.506,2.716,816,486,3.80242e+06,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__8MB__WriteLatency.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__1MB__ReadDynamicEnergy.cfg,1,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Read Energy,ReadDynamicEnergy,11.171,11.826,0.315,253,29,36251,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__1MB__ReadDynamicEnergy.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__2MB__ReadDynamicEnergy.cfg,2,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Read Energy,ReadDynamicEnergy,11.192,11.842,0.505,251,32,69488,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__2MB__ReadDynamicEnergy.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__4MB__ReadDynamicEnergy.cfg,4,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Read Energy,ReadDynamicEnergy,11.212,11.852,0.888,262,51,136021,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__4MB__ReadDynamicEnergy.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__8MB__ReadDynamicEnergy.cfg,8,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Read Energy,ReadDynamicEnergy,38.949,34.36,1.603,272,58,204071,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__8MB__ReadDynamicEnergy.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__1MB__WriteDynamicEnergy.cfg,1,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Energy,WriteDynamicEnergy,14.38,15.327,0.668,467,28,39252,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__1MB__WriteDynamicEnergy.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__2MB__WriteDynamicEnergy.cfg,2,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Energy,WriteDynamicEnergy,28.739,29.68,1.297,733,29,77030,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__2MB__WriteDynamicEnergy.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__4MB__WriteDynamicEnergy.cfg,4,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Energy,WriteDynamicEnergy,38.94,34.358,1.437,398,41,116004,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__4MB__WriteDynamicEnergy.cfg.txt,
sample_STTRAM.cfg,sweep_out/tmp_cfgs/tmp__sample_STTRAM__sample_STTRAM__8MB__WriteDynamicEnergy.cfg,8,MB,sample_STTRAM.cell,sample_STTRAM.cell,Cache,Write Energy,WriteDynamicEnergy,39.193,34.363,1.683,403,47,190030,ok,0,sweep_out/logs/tmp__sample_STTRAM__sample_STTRAM__8MB__WriteDynamicEnergy.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__WriteEDP.cfg,1,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,3.886,2.938,3.57,78,24,73126,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__1MB__WriteEDP.cfg.txt,
sample_SRAM_2layer.cfg,sweep_out/tmp_cfgs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__WriteEDP.cfg,2,MB,sample_SRAM.cell,sample_SRAM.cell,Cache,Write Energy-Delay-Product,WriteEDP,4.698,3.74,7.106,138,37,145831,ok,0,sweep_out/logs/tmp__sample_SRAM_2layer__sample_SRAM__2MB__WriteEDP.cfg.txt,
